StartDateTime,UserId,CallType,disconnectType,Total_Handle_Time,Total_Hold_Time,Total_Talk_Time
01:42.3,da7fadb4-cad9-4062-8271-bbc999ac1275,Inbound_Queue,endpoint,1188.162,0,1075.162
11:53.2,af512203-3ea2-48d5-bbf5-e46ae915d4d8,Inbound_Queue,peer,396.923,0,216.923
24:16.9,6b633a32-ec20-48f4-91dd-503d459eda1f,Inbound_Queue,peer,537.893,173.363,361.544
01:03.0,63bb6f93-004c-4a79-8d01-7de24f75241b,Inbound_Queue,peer,266.625,0,263.625
04:02.1,e47ca893-1edc-49e9-b0bd-58cde8182443,Inbound_Queue,peer,2545.198,856.591,1674.901
04:40.1,7e5d301d-a5e1-499f-8423-5300e8392c5a,Inbound_Queue,client,1027.725,20.607,1005.118
11:23.8,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,client,2296.168,0,2293.168
16:07.5,53d692a1-d4da-4d9d-a256-33737d264b15,Inbound_Queue,peer,1597.976,843.893,574.083
16:48.1,0ad1d053-a3a3-4056-a412-f4ac54609ed3,Inbound_Queue,peer,1155.306,320.501,654.805
17:17.2,4ff996ef-9f41-4fc7-9894-333cd0364bcc,Inbound_Queue,peer,898.486,0,718.486
23:37.8,af512203-3ea2-48d5-bbf5-e46ae915d4d8,Inbound_Queue,peer,716.046,0,536.046
23:51.3,1a84cf8f-6efc-4f95-a0bb-89f4d017a800,Inbound_Queue,peer,596.78,0,416.78
30:38.1,b4ad9889-08e7-4dd2-90c0-2fe3d2cb484a,Inbound_Queue,peer,1156.589,388.979,587.61
45:41.0,7cb2b3b9-b20b-496f-a7d1-b231ac85d46c,Inbound_Queue,peer,1334.633,599.542,555.091
45:58.4,addaecc5-bc24-44d4-883f-f667970c2545,Inbound_Queue,transfer,799.77,12.889,691.881
46:30.2,f3a9065d-c4e2-44a0-a93c-bb3495afe226,Inbound_Queue,peer,639.209,56.511,402.698
47:29.8,2f8ce95f-a182-4416-b140-458a8a0ed96c,Inbound_Queue,endpoint,182.279,0,2.279
48:41.3,37b61721-f642-4a1c-92e4-5764373107ab,Inbound_Queue,peer,1076.274,0,896.274
57:44.3,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,client,2074.162,154.765,1893.598
01:10.9,d8faa74c-3219-4337-850b-fb9954a4bf2a,Inbound_Queue,client,762.274,0,582.274
02:27.9,d1cd42d9-cdbb-425b-9c63-4b2de8ecc92f,Inbound_Queue,peer,1578.241,286.993,1111.248
03:03.3,991de021-0e54-4cff-a83d-793551c930d7,Inbound_Queue,peer,1280.939,0,1174.01
09:44.3,4ff996ef-9f41-4fc7-9894-333cd0364bcc,Inbound_Queue,transfer,285.452,0,105.452
22:49.9,53d692a1-d4da-4d9d-a256-33737d264b15,Inbound_Queue,peer,2547.892,0,2367.892
25:05.2,7e5d301d-a5e1-499f-8423-5300e8392c5a,Inbound_Queue,peer,529.522,105.417,421.3
36:11.7,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,transfer,929.297,142.06,704.237
44:54.2,b4ad9889-08e7-4dd2-90c0-2fe3d2cb484a,Inbound_Queue,peer,1311.2,771.326,359.874
45:40.6,addaecc5-bc24-44d4-883f-f667970c2545,Inbound_Queue,client,842.117,0,662.117
46:12.9,ff00ba56-0613-4822-836a-3663ff476a32,Inbound_Queue,peer,616.748,0,613.886
49:13.1,2adad817-f8f6-4b84-876b-7f2153a1232e,Inbound_Queue,peer,1096.698,0,916.698
49:22.5,63bb6f93-004c-4a79-8d01-7de24f75241b,Inbound_Queue,client,1067.802,557.81,506.992
54:29.2,20c90d44-45f8-4a87-bcc2-6951039092ad,Inbound_Queue,peer,322.645,0,319.645
55:21.9,57fe1954-e706-4ac9-a693-8f0d8b5faa5d,Inbound_Queue,peer,987.214,319.42,664.794
56:12.1,ef258981-d0bf-4b63-8904-c3eab1f74a6f,Inbound_Queue,peer,1874.388,344.408,1526.071
57:04.2,58eea8b2-12ef-4e44-b229-af25799ac3bb,Inbound_Queue,endpoint,2353.604,112.566,2061.038
57:34.6,1c2a0e5d-c17e-4919-9546-46d2d792021a,Inbound_Queue,endpoint,1564.955,0,1384.955
22:20.8,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,client,3804.868,192.804,3433.072
23:02.7,ffbaedee-9796-469c-89b4-fd22cec5fff7,Inbound_Queue,peer,650.871,69.252,573.946
25:33.0,2f8ce95f-a182-4416-b140-458a8a0ed96c,Inbound_Queue,endpoint,876.21,0,696.21
25:38.6,991de021-0e54-4cff-a83d-793551c930d7,Inbound_Queue,client,193.177,0,187.476
28:14.3,1a84cf8f-6efc-4f95-a0bb-89f4d017a800,Inbound_Queue,peer,507.997,0,327.997
28:20.7,629c0093-a219-49a6-bcf7-aefdf84ed746,Inbound_Queue,peer,1325.439,591.425,554.014
37:01.3,af512203-3ea2-48d5-bbf5-e46ae915d4d8,Inbound_Queue,peer,183.335,0,3.335
39:39.0,4ff996ef-9f41-4fc7-9894-333cd0364bcc,Inbound_Queue,client,727.257,0,547.257
40:59.4,d8faa74c-3219-4337-850b-fb9954a4bf2a,Inbound_Queue,client,4338.603,346.35,3812.253
41:48.0,0ad1d053-a3a3-4056-a412-f4ac54609ed3,Inbound_Queue,peer,1467.631,562.195,725.436
43:34.4,e974e08f-6dff-4187-a7c2-e21cad1e7452,Inbound_Queue,peer,3592.293,0,3589.391
44:59.0,9f3dbb17-1a42-45f6-b59c-c47b90a8a36e,Inbound_Queue,peer,1669.836,100.165,1566.671
46:58.7,4e77d158-9903-4400-8e78-0d9a23a39875,Inbound_Queue,client,19.644,0,8.644
47:15.5,610d92c5-8f00-4f56-b1ad-4ace5c1acc58,Inbound_Queue,peer,817.875,91.946,722.175
48:58.7,a30a63b9-93eb-431e-b066-efc787235721,Inbound_Queue,transfer,1938.651,81.035,1839.616
50:22.7,d1cd42d9-cdbb-425b-9c63-4b2de8ecc92f,Inbound_Queue,peer,356.04,0,176.04
54:49.0,6ddb2b56-0b3e-4a47-89f0-d49e23dcd237,Inbound_Queue,peer,1224.351,116.269,1106.082
58:42.2,20c90d44-45f8-4a87-bcc2-6951039092ad,Inbound_Queue,transfer,1376.093,230.371,1142.722
59:55.1,52e08b91-dc97-48b3-bbc5-bd48451ead22,Inbound_Queue,peer,1212.442,39.159,1075.283
00:26.2,a4ca4f9f-4cb0-4145-9b33-1bafc45fc1ff,Inbound_Queue,peer,3010.914,1596.002,1234.912
00:50.0,0d7185ba-bb22-4cd1-980f-7ef567a7e79c,Inbound_Queue,peer,1740.893,938.767,798.126
01:28.4,21fe413d-41f8-4141-8c83-5e392837b340,Inbound_Queue,peer,913.761,0,907.761
02:07.0,72a2b252-c880-47a3-8bef-8fe753331cfd,Inbound_Queue,transfer,417.703,0,395.703
02:28.6,53d692a1-d4da-4d9d-a256-33737d264b15,Inbound_Queue,peer,711.76,35.501,496.259
05:15.7,addaecc5-bc24-44d4-883f-f667970c2545,Inbound_Queue,peer,940.284,0,760.284
06:32.1,9aed926c-d44e-4772-84f2-8dd68b5f85a5,Inbound_Queue,peer,459.358,0,420.358
12:06.3,1c2a0e5d-c17e-4919-9546-46d2d792021a,Inbound_Queue,peer,211.951,0,31.951
18:27.3,49196b79-8854-4fa5-ab83-e3f2eed52695,Inbound_Queue,peer,599.839,116.892,362.947
18:27.6,991de021-0e54-4cff-a83d-793551c930d7,Inbound_Queue,peer,739.977,0,729.068
20:51.2,6e881084-8174-4d5f-9f61-bc83d2d5027d,Inbound_Queue,client,2094.183,580.174,1334.009
21:30.8,58eea8b2-12ef-4e44-b229-af25799ac3bb,Inbound_Queue,endpoint,889.375,145.082,564.293
22:18.3,1a84cf8f-6efc-4f95-a0bb-89f4d017a800,Inbound_Queue,transfer,745.686,176.344,389.342
22:34.1,af512203-3ea2-48d5-bbf5-e46ae915d4d8,Inbound_Queue,peer,1322.49,0,1142.49
23:05.2,f3a9065d-c4e2-44a0-a93c-bb3495afe226,Inbound_Queue,peer,1544.02,895.967,468.053
23:10.5,80676f08-9c92-4132-9233-30f00ebd5609,Inbound_Queue,peer,1578.342,602.428,887.116
25:26.5,4e77d158-9903-4400-8e78-0d9a23a39875,Inbound_Queue,peer,104.783,0,71.783
27:30.4,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,client,1124.055,0,944.055
29:11.7,4ff996ef-9f41-4fc7-9894-333cd0364bcc,Inbound_Queue,transfer,385.478,11.878,193.6
29:27.7,ce10f099-657a-4707-a80c-a5d10466d0ce,Inbound_Queue,peer,1333.177,503.23,790.947
31:27.8,d1cd42d9-cdbb-425b-9c63-4b2de8ecc92f,Inbound_Queue,peer,2511.313,682.783,1648.53
31:50.9,610d92c5-8f00-4f56-b1ad-4ace5c1acc58,Inbound_Queue,peer,1707.285,294.35,1400.011
33:53.8,37b61721-f642-4a1c-92e4-5764373107ab,Inbound_Queue,peer,1783.938,106.801,1497.137
37:09.0,0ad1d053-a3a3-4056-a412-f4ac54609ed3,Inbound_Queue,client,351.419,0,171.419
40:36.4,72a2b252-c880-47a3-8bef-8fe753331cfd,Inbound_Queue,client,180.107,0,175.247
40:54.0,063b0e04-a530-46c7-b4ae-fdc7dab75628,Inbound_Queue,client,231.148,0,147.148
40:59.6,b4ad9889-08e7-4dd2-90c0-2fe3d2cb484a,Inbound_Queue,transfer,993.937,141.414,672.523
44:29.4,9f3dbb17-1a42-45f6-b59c-c47b90a8a36e,Inbound_Queue,peer,682.586,0,679.586
47:59.9,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,peer,968.303,23.307,764.996
48:24.9,6ddb2b56-0b3e-4a47-89f0-d49e23dcd237,Inbound_Queue,peer,732.068,128.109,601.959
51:56.9,ffbaedee-9796-469c-89b4-fd22cec5fff7,Inbound_Queue,transfer,3302.572,1070.079,2106.731
53:37.8,91ea72ce-e8d9-427c-911e-69db9d3eca9b,Inbound_Queue,peer,666.546,133.749,529.229
00:32.8,57fe1954-e706-4ac9-a693-8f0d8b5faa5d,Inbound_Queue,transfer,702.624,169.787,520.897
02:50.1,7e5d301d-a5e1-499f-8423-5300e8392c5a,Inbound_Queue,client,59.613,1.423,56.19
07:15.3,629c0093-a219-49a6-bcf7-aefdf84ed746,Inbound_Queue,transfer,399.749,2.466,263.352
08:37.7,635c4df8-045d-4be4-bc5d-673938b9ee60,Inbound_Queue,peer,381.251,0,373.678
12:37.2,991de021-0e54-4cff-a83d-793551c930d7,Inbound_Queue,peer,335.665,0,324.665
13:22.0,21fe413d-41f8-4141-8c83-5e392837b340,Inbound_Queue,client,177.498,0,172.828
13:34.4,f2411143-83df-4206-90cd-7028e4b3be2d,Inbound_Queue,peer,540.428,0,469.54
17:14.2,ff00ba56-0613-4822-836a-3663ff476a32,Inbound_Queue,peer,1681.031,0,1678.031
17:27.8,72a2b252-c880-47a3-8bef-8fe753331cfd,Inbound_Queue,peer,58.246,0,40.694
19:07.1,063b0e04-a530-46c7-b4ae-fdc7dab75628,Inbound_Queue,client,536.311,0,356.311
19:39.4,63bb6f93-004c-4a79-8d01-7de24f75241b,Inbound_Queue,peer,766.577,215.418,548.159
23:12.6,e47ca893-1edc-49e9-b0bd-58cde8182443,Inbound_Queue,peer,806.874,0,797.272
23:47.0,b0996dc3-b802-443c-8596-98eca7bc63f4,Inbound_Queue,peer,1841.244,72.607,1588.637
23:49.0,1c2a0e5d-c17e-4919-9546-46d2d792021a,Inbound_Queue,peer,249.081,0,69.081
25:29.4,58eea8b2-12ef-4e44-b229-af25799ac3bb,Inbound_Queue,endpoint,685.701,0,505.701
26:11.5,b4ad9889-08e7-4dd2-90c0-2fe3d2cb484a,Inbound_Queue,peer,679.881,92.578,407.303
27:14.1,e974e08f-6dff-4187-a7c2-e21cad1e7452,Inbound_Queue,peer,2754.897,166.219,2586.678
29:29.6,f024f6da-ffb2-42ab-ac8a-06bde41270df,Inbound_Queue,peer,4210.471,189.924,3969.547
31:24.5,4e77d158-9903-4400-8e78-0d9a23a39875,Inbound_Queue,peer,1773.813,853.559,905.753
31:52.1,7e5d301d-a5e1-499f-8423-5300e8392c5a,Inbound_Queue,client,151.952,2.22,147.732
34:57.0,52e08b91-dc97-48b3-bbc5-bd48451ead22,Inbound_Queue,peer,867.179,238.264,580.915
35:11.1,54ea8c3b-6ecf-4585-9f16-e952cd6b249b,Inbound_Queue,peer,504.215,0,493.46
37:01.9,9aed926c-d44e-4772-84f2-8dd68b5f85a5,Inbound_Queue,peer,928.316,18.219,730.097
37:57.2,57fe1954-e706-4ac9-a693-8f0d8b5faa5d,Inbound_Queue,peer,660.083,0,652.083
38:06.7,94092f0b-90d3-45e2-b500-4debea87dfa4,Inbound_Queue,peer,541.189,0,489.189
39:23.2,9f3dbb17-1a42-45f6-b59c-c47b90a8a36e,Inbound_Queue,peer,186.517,0,184.517
39:26.6,635c4df8-045d-4be4-bc5d-673938b9ee60,Inbound_Queue,peer,552.279,2.374,547.098
41:17.0,6e881084-8174-4d5f-9f61-bc83d2d5027d,Inbound_Queue,peer,448.917,0,268.917
42:18.5,a30a63b9-93eb-431e-b066-efc787235721,Inbound_Queue,peer,984.622,0,950.037
44:01.2,610d92c5-8f00-4f56-b1ad-4ace5c1acc58,Inbound_Queue,peer,462.213,0,458.213
44:56.3,a4ca4f9f-4cb0-4145-9b33-1bafc45fc1ff,Inbound_Queue,peer,854.307,106.219,568.088
44:57.9,21fe413d-41f8-4141-8c83-5e392837b340,Inbound_Queue,peer,1260.222,194.365,1063.857
48:00.4,629c0093-a219-49a6-bcf7-aefdf84ed746,Inbound_Queue,transfer,1178.711,330.725,747.986
49:56.1,2adad817-f8f6-4b84-876b-7f2153a1232e,Inbound_Queue,peer,684.325,0,622.325
51:00.0,49196b79-8854-4fa5-ab83-e3f2eed52695,Inbound_Queue,peer,4469.382,1471.656,2901.017
51:22.9,1c2a0e5d-c17e-4919-9546-46d2d792021a,Inbound_Queue,endpoint,798.222,152.33,465.892
54:50.8,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,client,20.553,0,0.852
56:40.0,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,transfer,4301.93,555.877,3598.213
58:17.6,ce10f099-657a-4707-a80c-a5d10466d0ce,Inbound_Queue,peer,763.517,241.439,514.078
59:58.5,0ad1d053-a3a3-4056-a412-f4ac54609ed3,Inbound_Queue,peer,779.255,0,599.255
07:55.8,4ff996ef-9f41-4fc7-9894-333cd0364bcc,Inbound_Queue,peer,259.77,0,79.77
09:47.2,63bb6f93-004c-4a79-8d01-7de24f75241b,Inbound_Queue,peer,1043.818,0,1040.001
10:51.3,7e5d301d-a5e1-499f-8423-5300e8392c5a,Inbound_Queue,peer,274.938,0,272.402
12:18.4,58eea8b2-12ef-4e44-b229-af25799ac3bb,Inbound_Queue,peer,348.788,0,168.788
14:32.4,d8faa74c-3219-4337-850b-fb9954a4bf2a,Inbound_Queue,transfer,790.875,2.137,608.738
22:16.6,e47ca893-1edc-49e9-b0bd-58cde8182443,Inbound_Queue,peer,346.933,0,340.933
26:04.2,6e881084-8174-4d5f-9f61-bc83d2d5027d,Inbound_Queue,peer,613.036,1.574,431.462
34:30.7,52e08b91-dc97-48b3-bbc5-bd48451ead22,Inbound_Queue,peer,1576.561,131.45,1433.111
36:17.4,610d92c5-8f00-4f56-b1ad-4ace5c1acc58,Inbound_Queue,transfer,611.227,4.576,426.651
36:40.4,ff00ba56-0613-4822-836a-3663ff476a32,Inbound_Queue,client,54.812,0,22.884
37:16.1,addaecc5-bc24-44d4-883f-f667970c2545,Inbound_Queue,transfer,1886.506,11.783,1694.723
39:05.0,20c90d44-45f8-4a87-bcc2-6951039092ad,Inbound_Queue,peer,160.598,0,157.738
41:22.1,4e77d158-9903-4400-8e78-0d9a23a39875,Inbound_Queue,peer,2404.186,392.899,1955.287
43:09.9,1c2a0e5d-c17e-4919-9546-46d2d792021a,Inbound_Queue,endpoint,3040.148,1207.601,1652.547
44:12.8,94092f0b-90d3-45e2-b500-4debea87dfa4,Inbound_Queue,peer,3618.418,865.249,2749.297
48:03.6,d1cd42d9-cdbb-425b-9c63-4b2de8ecc92f,Inbound_Queue,transfer,621.534,184.138,257.396
48:05.1,629c0093-a219-49a6-bcf7-aefdf84ed746,Inbound_Queue,peer,362.89,0,356.89
49:51.8,ce10f099-657a-4707-a80c-a5d10466d0ce,Inbound_Queue,peer,178.403,0,166.532
50:36.8,4ff996ef-9f41-4fc7-9894-333cd0364bcc,Inbound_Queue,peer,1015.778,0,835.778
50:42.9,063b0e04-a530-46c7-b4ae-fdc7dab75628,Inbound_Queue,peer,4205.657,1.653,4173.207
52:09.7,a4ca4f9f-4cb0-4145-9b33-1bafc45fc1ff,Inbound_Queue,peer,1409.495,486.097,743.398
53:18.9,0ad1d053-a3a3-4056-a412-f4ac54609ed3,Inbound_Queue,client,437.331,0,257.331
56:08.4,af512203-3ea2-48d5-bbf5-e46ae915d4d8,Inbound_Queue,peer,2556.981,0,2376.981
02:27.5,9f3dbb17-1a42-45f6-b59c-c47b90a8a36e,Inbound_Queue,peer,1928.633,0,1926.633
05:34.0,6b633a32-ec20-48f4-91dd-503d459eda1f,Inbound_Queue,peer,3277.309,686.594,2584.715
07:46.5,72a2b252-c880-47a3-8bef-8fe753331cfd,Inbound_Queue,client,58.046,0,26.046
08:18.8,7cb2b3b9-b20b-496f-a7d1-b231ac85d46c,Inbound_Queue,peer,1197.576,0,1017.576
08:27.0,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,peer,804.966,11.554,613.412
08:40.2,2f8ce95f-a182-4416-b140-458a8a0ed96c,Inbound_Queue,peer,1680.161,81.689,1418.472
09:55.0,a30a63b9-93eb-431e-b066-efc787235721,Inbound_Queue,transfer,2408.817,797.989,1599.828
12:50.2,b4ad9889-08e7-4dd2-90c0-2fe3d2cb484a,Inbound_Queue,peer,4489.073,2321.028,1988.045
18:36.0,20c90d44-45f8-4a87-bcc2-6951039092ad,Inbound_Queue,peer,584.408,0,581.408
26:15.5,7e5d301d-a5e1-499f-8423-5300e8392c5a,Inbound_Queue,peer,960.785,54.467,904.318
27:01.9,635c4df8-045d-4be4-bc5d-673938b9ee60,Inbound_Queue,client,196.668,0,191.989
27:25.4,991de021-0e54-4cff-a83d-793551c930d7,Inbound_Queue,client,644.27,0,641.394
30:07.9,57fe1954-e706-4ac9-a693-8f0d8b5faa5d,Inbound_Queue,peer,1388.526,0,1380.526
31:51.3,e47ca893-1edc-49e9-b0bd-58cde8182443,Inbound_Queue,client,484.742,0,304.742
32:55.5,ff00ba56-0613-4822-836a-3663ff476a32,Inbound_Queue,peer,2142.505,339.441,1801.064
33:52.4,ffbaedee-9796-469c-89b4-fd22cec5fff7,Inbound_Queue,peer,427.25,122.284,271.966
35:27.8,72a2b252-c880-47a3-8bef-8fe753331cfd,Inbound_Queue,client,447.565,62.335,318.49
35:41.8,d8faa74c-3219-4337-850b-fb9954a4bf2a,Inbound_Queue,peer,842.212,21.784,640.428
38:38.4,63bb6f93-004c-4a79-8d01-7de24f75241b,Inbound_Queue,peer,305.407,0,298.721
38:53.2,6ddb2b56-0b3e-4a47-89f0-d49e23dcd237,Inbound_Queue,peer,2332.898,269.878,2061.02
44:31.3,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,client,1252.285,0,1211.285
47:55.0,0ad1d053-a3a3-4056-a412-f4ac54609ed3,Inbound_Queue,peer,2412.373,349.105,1883.268
48:03.3,2adad817-f8f6-4b84-876b-7f2153a1232e,Inbound_Queue,peer,225.429,0,211.429
48:33.4,37b61721-f642-4a1c-92e4-5764373107ab,Inbound_Queue,peer,1161.343,0,981.343
50:01.1,addaecc5-bc24-44d4-883f-f667970c2545,Inbound_Queue,client,263.917,0,83.917
56:03.1,1a84cf8f-6efc-4f95-a0bb-89f4d017a800,Inbound_Queue,transfer,949.451,1.906,767.545
57:33.3,58eea8b2-12ef-4e44-b229-af25799ac3bb,Inbound_Queue,endpoint,1276.784,288.904,807.88
59:22.0,21fe413d-41f8-4141-8c83-5e392837b340,Inbound_Queue,peer,281.544,0,221.922
59:46.4,20c90d44-45f8-4a87-bcc2-6951039092ad,Inbound_Queue,peer,532.935,0,529.394
01:10.4,635c4df8-045d-4be4-bc5d-673938b9ee60,Inbound_Queue,peer,240.353,2.509,235.844
03:06.2,6e881084-8174-4d5f-9f61-bc83d2d5027d,Inbound_Queue,peer,823.252,0,643.252
08:11.3,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,transfer,493.881,140.364,182.768
09:30.5,991de021-0e54-4cff-a83d-793551c930d7,Inbound_Queue,peer,1062.43,0,1052.737
10:56.5,e47ca893-1edc-49e9-b0bd-58cde8182443,Inbound_Queue,peer,1098.358,156.421,761.937
13:58.5,7e5d301d-a5e1-499f-8423-5300e8392c5a,Inbound_Queue,client,1026.31,172.303,852.007
17:18.7,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,client,706.969,0,526.969
25:26.1,63bb6f93-004c-4a79-8d01-7de24f75241b,Inbound_Queue,peer,1392.783,818.17,568.622
25:36.2,4ff996ef-9f41-4fc7-9894-333cd0364bcc,Inbound_Queue,peer,496.241,0,316.241
25:51.0,e974e08f-6dff-4187-a7c2-e21cad1e7452,Inbound_Queue,peer,882.266,8.982,870.396
32:52.3,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,peer,1410.753,0,1256.753
34:19.8,f2411143-83df-4206-90cd-7028e4b3be2d,Inbound_Queue,peer,886.189,0,791.189
35:23.4,d1cd42d9-cdbb-425b-9c63-4b2de8ecc92f,Inbound_Queue,peer,789.975,0,609.975
41:40.4,d8faa74c-3219-4337-850b-fb9954a4bf2a,Inbound_Queue,client,1318.064,0,1193.292
43:43.3,629c0093-a219-49a6-bcf7-aefdf84ed746,Inbound_Queue,transfer,1519.715,432.95,906.765
45:02.7,ce10f099-657a-4707-a80c-a5d10466d0ce,Inbound_Queue,peer,62.812,0,60.11
45:03.9,ff00ba56-0613-4822-836a-3663ff476a32,Inbound_Queue,peer,927.086,383.314,539.237
46:36.4,52e08b91-dc97-48b3-bbc5-bd48451ead22,Inbound_Queue,peer,84.557,0,47.666
47:29.2,72a2b252-c880-47a3-8bef-8fe753331cfd,Inbound_Queue,peer,631.946,157.213,470.733
47:35.5,6e881084-8174-4d5f-9f61-bc83d2d5027d,Inbound_Queue,peer,1877.465,348.462,1349.003
47:47.5,58eea8b2-12ef-4e44-b229-af25799ac3bb,Inbound_Queue,endpoint,278.396,0,98.396
48:43.8,4e77d158-9903-4400-8e78-0d9a23a39875,Inbound_Queue,peer,1852.722,766.753,1073.969
51:08.9,20c90d44-45f8-4a87-bcc2-6951039092ad,Inbound_Queue,peer,1967.854,849.536,1112.318
51:40.0,b4ad9889-08e7-4dd2-90c0-2fe3d2cb484a,Inbound_Queue,peer,1864.649,843.46,841.189
57:50.2,02709d36-9970-4d79-bc59-6c932dfd7c2e,Inbound_Queue,client,3629.033,18.969,3430.064
57:59.1,0ad1d053-a3a3-4056-a412-f4ac54609ed3,Inbound_Queue,peer,1544.703,0,1364.703
07:32.4,9f3dbb17-1a42-45f6-b59c-c47b90a8a36e,Inbound_Queue,peer,12.822,0,1.174
09:50.9,7cb2b3b9-b20b-496f-a7d1-b231ac85d46c,Inbound_Queue,peer,1331.165,0,1151.165
11:40.6,e974e08f-6dff-4187-a7c2-e21cad1e7452,Inbound_Queue,peer,1038.821,196.86,839.961
13:14.3,9aed926c-d44e-4772-84f2-8dd68b5f85a5,Inbound_Queue,peer,591.92,0,411.92
16:17.3,addaecc5-bc24-44d4-883f-f667970c2545,Inbound_Queue,peer,940.365,0,760.365
17:28.8,94092f0b-90d3-45e2-b500-4debea87dfa4,Inbound_Queue,peer,72.839,0,25.839
18:35.8,80676f08-9c92-4132-9233-30f00ebd5609,Inbound_Queue,peer,1171.36,326.48,727.88
19:18.1,ce10f099-657a-4707-a80c-a5d10466d0ce,Inbound_Queue,client,13.005,0,7.359
20:58.8,a30a63b9-93eb-431e-b066-efc787235721,Inbound_Queue,peer,60.102,0,42.102
21:32.4,f024f6da-ffb2-42ab-ac8a-06bde41270df,Inbound_Queue,peer,1661.482,47.776,1607.706
21:59.0,2f8ce95f-a182-4416-b140-458a8a0ed96c,Inbound_Queue,endpoint,182.767,0,2.767
22:13.0,72a2b252-c880-47a3-8bef-8fe753331cfd,Inbound_Queue,peer,434.265,0,427.387
24:29.6,1c2a0e5d-c17e-4919-9546-46d2d792021a,Inbound_Queue,endpoint,1118.134,601.298,336.836
26:01.5,991de021-0e54-4cff-a83d-793551c930d7,Inbound_Queue,transfer,678.445,0,675.445
29:50.5,57fe1954-e706-4ac9-a693-8f0d8b5faa5d,Inbound_Queue,peer,691.631,224.333,464.298
32:17.5,6ddb2b56-0b3e-4a47-89f0-d49e23dcd237,Inbound_Queue,peer,1834.534,148.927,1683.033
33:25.4,9f3dbb17-1a42-45f6-b59c-c47b90a8a36e,Inbound_Queue,peer,1206.996,4.756,1193.327
34:47.5,063b0e04-a530-46c7-b4ae-fdc7dab75628,Inbound_Queue,peer,3638.722,2265.385,1360.337
37:26.2,58eea8b2-12ef-4e44-b229-af25799ac3bb,Inbound_Queue,peer,4004.416,537.817,3286.599
37:37.0,0d7185ba-bb22-4cd1-980f-7ef567a7e79c,Inbound_Queue,peer,2051.072,412.03,1634.129
42:13.0,52e08b91-dc97-48b3-bbc5-bd48451ead22,Inbound_Queue,client,236.994,0,227.994
46:31.3,94092f0b-90d3-45e2-b500-4debea87dfa4,Inbound_Queue,peer,184.638,0,181.638
53:22.5,ce10f099-657a-4707-a80c-a5d10466d0ce,Inbound_Queue,peer,203.875,0,151.978
54:15.3,a4ca4f9f-4cb0-4145-9b33-1bafc45fc1ff,Inbound_Queue,peer,1750.049,324.066,1421.983
54:49.3,a30a63b9-93eb-431e-b066-efc787235721,Inbound_Queue,peer,748.69,0,733.73
54:55.2,b4ad9889-08e7-4dd2-90c0-2fe3d2cb484a,Inbound_Queue,peer,795.576,344.097,271.479
55:28.6,9aed926c-d44e-4772-84f2-8dd68b5f85a5,Inbound_Queue,peer,2918.742,702.478,2183.264
55:50.5,20c90d44-45f8-4a87-bcc2-6951039092ad,Inbound_Queue,peer,823.213,71.517,740.706
01:41.9,610d92c5-8f00-4f56-b1ad-4ace5c1acc58,Inbound_Queue,peer,811.079,167.419,481.89
01:56.8,72a2b252-c880-47a3-8bef-8fe753331cfd,Inbound_Queue,endpoint,1720.353,756.727,940.674
03:56.1,ffbaedee-9796-469c-89b4-fd22cec5fff7,Inbound_Queue,peer,221.924,0,41.924
05:29.5,addaecc5-bc24-44d4-883f-f667970c2545,Inbound_Queue,peer,700.107,0,685.438
10:17.4,991de021-0e54-4cff-a83d-793551c930d7,Inbound_Queue,peer,2471.278,0,2422.458
12:14.6,1c2a0e5d-c17e-4919-9546-46d2d792021a,Inbound_Queue,transfer,591.231,188.012,223.219
14:59.6,629c0093-a219-49a6-bcf7-aefdf84ed746,Inbound_Queue,peer,1989.389,879.463,929.926
17:36.0,4e77d158-9903-4400-8e78-0d9a23a39875,Inbound_Queue,peer,1663.767,677.625,908.142
20:49.9,57fe1954-e706-4ac9-a693-8f0d8b5faa5d,Inbound_Queue,peer,456.397,93.868,357.529
23:19.8,52e08b91-dc97-48b3-bbc5-bd48451ead22,Inbound_Queue,peer,340.576,0,291.576
32:24.8,f024f6da-ffb2-42ab-ac8a-06bde41270df,Inbound_Queue,transfer,996.871,11.148,963.723
34:49.5,21fe413d-41f8-4141-8c83-5e392837b340,Inbound_Queue,peer,1743.748,494.317,1240.431
